"Title";"Type";"Rootfolder";"LibraryName";"Language";"Fallback";"TextTruncated";"Download Source";"Fav Provider Link"
"Fantastic Four: Rise of the Silver Surfer";"Movie";"Fantastic Four Rise of the Silver Surfer (2007)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/adymI9nFYRrlrDO2Vmh7AQCy5OZ.jpg";"https://www.themoviedb.org/movie/1979/images/posters"
"Fast & Furious";"Movie";"The Fast and The Furious";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/56Z2dwFjkmV8Y4NOikuGgWfZj6f.jpg";"https://www.themoviedb.org/movie/13804/images/posters"
"Fast & Furious 6";"Movie";"The Fast and The Furious";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/5BngsGmIYozvmCnAYlZRimPQZq0.jpg";"https://www.themoviedb.org/movie/82992/images/posters"
"Fast & Furious Presents: Hobbs & Shaw";"Movie";"The Fast and The Furious";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/ylnkJaNxrrGJEP3g0OCOExnGRM.jpg";"https://www.themoviedb.org/movie/384018/images/posters"
"The Fast and the Furious";"Movie";"The Fast and The Furious";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/jTcy3NPXbuHTJ9grEyulUIU6oqz.jpg";"https://www.themoviedb.org/movie/9799/images/posters"
"The Fast and the Furious: Tokyo Drift";"Movie";"The Fast and The Furious";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/4v2xOVF4eJiuNUrCsffQaevXQQ3.jpg";"https://www.themoviedb.org/movie/9615/images/posters"
"Fast Five";"Movie";"The Fast and The Furious";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/dRk8AMGGPSGYPwD3Y1jONI2vKbz.jpg";"https://www.themoviedb.org/movie/51497/images/posters"
"Father Stu";"Movie";"Father Stu (2022)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/kjJqdfqwZuvVOHZ1UxUs0hDPi26.jpg";"https://www.themoviedb.org/movie/809140/images/posters"
"FernGully: The Last Rainforest";"Movie";"FernGully The Last Rainforest (1992)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/AnAYJNwWxUz3sD885Cfbicgouav.jpg";"https://www.themoviedb.org/movie/13225/images/posters"
"Ferrari";"Movie";"Ferrari (2023)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/fESzLcwJ85iDrjcLR3Hb2GUxCEx.jpg";"https://www.themoviedb.org/movie/365620/images/posters"
"A Few Good Men";"Movie";"A Few Good Men (1992)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/nofw34p0PN4anBiwZGMJXKPtyHL.jpg";"https://www.themoviedb.org/movie/881/images/posters"
"The Fifth Element";"Movie";"The Fifth Element (1997)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/hEPuJlJUbHJyxbhinh824CwIMdB.jpg";"https://www.themoviedb.org/movie/18/images/posters"
"Final Destination";"Movie";"Final Destination Collection";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/nEIGfFzWVlahnzbSojYpJ39Qnql.jpg";"https://www.themoviedb.org/movie/9532/images/posters"
"The Final Destination";"Movie";"Final Destination Collection";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/jCWfacvJqgfpPE6eA6E0Xzx0oCB.jpg";"https://www.themoviedb.org/movie/19912/images/posters"
"Final Destination 2";"Movie";"Final Destination Collection";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/xRPyj78xaKRCaZCvUuuvDQbyQ1E.jpg";"https://www.themoviedb.org/movie/9358/images/posters"
"Final Destination 3";"Movie";"Final Destination Collection";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/9j5npBD2DvDVexWxlVsNc7VacNN.jpg";"https://www.themoviedb.org/movie/9286/images/posters"
"Final Destination 5";"Movie";"Final Destination Collection";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/fo9mxCt0jH0aLDlY2x7m8R6eeon.jpg";"https://www.themoviedb.org/movie/55779/images/posters"
"Finch";"Movie";"Finch (2021)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/cWc32pEDI5ET27Z5CiAmG1aAwC7.jpg";"https://www.themoviedb.org/movie/522402/images/posters"
"Finding Nemo";"Movie";"Finding Nemo (2003)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/9S5aRtfExWuQEf1jTAoY6k2piyI.jpg";"https://www.themoviedb.org/movie/12/images/posters"
"Firestarter";"Movie";"Firestarter (2022)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/qvanEk3R0TCJQ7S96ccqmYLElxG.jpg";"https://www.themoviedb.org/movie/532710/images/posters"
"First Blood";"Movie";"Rambo";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/2kIGq8dhp51liCj4A0K5ozT0a99.jpg";"https://www.themoviedb.org/movie/1368/images/posters"
"Flight of the Navigator";"Movie";"Flight of the Navigator (1986)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/pXhMNujG2MmGWdXGtoZw91kuzmh.jpg";"https://www.themoviedb.org/movie/10122/images/posters"
"Flubber";"Movie";"Flubber (1997)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/aFbI7f4KCprbi25OgqRT0HzflcB.jpg";"https://www.themoviedb.org/movie/9574/images/posters"
"For Your Eyes Only";"Movie";"For Your Eyes Only (1981)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/rhPtSl0JnZm3qCpiaBDFhT9WFu2.jpg";"https://www.themoviedb.org/movie/699/images/posters"
"Ford v Ferrari";"Movie";"Ford v Ferrari (2019)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/ecY1xoYOL8XHf62arQTAFVYQmiX.jpg";"https://www.themoviedb.org/movie/359724/images/posters"
"Forgetting Sarah Marshall";"Movie";"Forgetting Sarah Marshall (2008)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/66VPrsyhkIt7KKZzoFVDuRGhPby.jpg";"https://www.themoviedb.org/movie/9870/images/posters"
"Forrest Gump";"Movie";"Forrest Gump (1994)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/zxzYh2YtgypKrijVE0OuIyEgwdT.jpg";"https://www.themoviedb.org/movie/13/images/posters"
"Four Christmases";"Movie";"Four Christmases (2008)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/o9lBPZ2IZChcIPlSrByRYmWoOSJ.jpg";"https://www.themoviedb.org/movie/12193/images/posters"
"The Fox and the Hound";"Movie";"The Fox and the Hound (1981)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/jEU3N39P8LROMBLyqhcBUzMTxkg.jpg";"https://www.themoviedb.org/movie/10948/images/posters"
"The Fox and the Hound 2";"Movie";"The Fox and the Hound 2 (2006)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/cyHhRb2XGvvwOIU7cX7rOFaDVit.jpg";"https://www.themoviedb.org/movie/9948/images/posters"
"Fracture";"Movie";"Fracture (2007)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/9Sv7eDPZT6xIpft99eH65KTG1kN.jpg";"https://www.themoviedb.org/movie/6145/images/posters"
"Frankenweenie";"Movie";"Frankenweenie (2012)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/95KG5gOiEnMmotcw0SkKEeAziNd.jpg";"https://www.themoviedb.org/movie/62214/images/posters"
"Freaky Friday";"Movie";"Freaky Friday (1976)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/vnqmYmzJ40n22NXKXkVJeTC4wgm.jpg";"https://www.themoviedb.org/movie/16084/images/posters"
"Freaky Friday";"Movie";"Freaky Friday (2003)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/7PUQnPU5AJFSEgTobkzYuvaoUru.jpg";"https://www.themoviedb.org/movie/10330/images/posters"
"Fred Claus";"Movie";"Fred Claus (2007)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/216gzQNbpFoQpCyRJGvuGFeXORA.jpg";"https://www.themoviedb.org/movie/5375/images/posters"
"Freddy vs. Jason";"Movie";"Friday The 13th Collection";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/1sb3u3DWEufL8Q0uILy8npSyjuZ.jpg";"https://www.themoviedb.org/movie/6466/images/posters"
"Freddy's Dead: The Final Nightmare";"Movie";"A Nightmare On Elm Street";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/6IazIuWkvj7EOXU569WIXbDvqbT.jpg";"https://www.themoviedb.org/movie/11284/images/posters"
"Free Guy";"Movie";"Free Guy (2021)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/6Ly057U6M2VbAQqBLU2EG3mP4Vl.jpg";"https://www.themoviedb.org/movie/550988/images/posters"
"Frenemies";"Movie";"Frenemies (2012)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/soub1xShUKn1ipKPJgLnbrF3awm.jpg";"https://www.themoviedb.org/movie/84105/images/posters"
"Friday the 13th";"Movie";"Friday The 13th Collection";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/cHeyEAjjfHINNVbemnH8XTLtxQq.jpg";"https://www.themoviedb.org/movie/4488/images/posters"
"Friday the 13th";"Movie";"Friday The 13th Collection";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/6B8RWtfCn1yuQlRmCI1Z2HT4XB6.jpg";"https://www.themoviedb.org/movie/13207/images/posters"
"Friday the 13th Part 2";"Movie";"Friday The 13th Collection";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/nFzcgfJAJQMYrj5ytLISVqvSGrt.jpg";"https://www.themoviedb.org/movie/9725/images/posters"
"Friday the 13th Part VI: Jason Lives";"Movie";"Friday The 13th Collection";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/bnd69lq580MzludykUTiTcii4JY.jpg";"https://www.themoviedb.org/movie/10225/images/posters"
"Friday the 13th Part VIII: Jason Takes Manhattan";"Movie";"Friday The 13th Collection";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/kGotqaun1xp7kRMcjRenbcJdath.jpg";"https://www.themoviedb.org/movie/10283/images/posters"
"Friday the 13th: A New Beginning";"Movie";"Friday The 13th Collection";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/fplYbEIzdCW9jBX7clSqlIeRk86.jpg";"https://www.themoviedb.org/movie/9731/images/posters"
"Friday the 13th: Part 3";"Movie";"Friday The 13th Collection";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/2yJyKkqeqxVtZ2KjhZiRszdBQ1p.jpg";"https://www.themoviedb.org/movie/9728/images/posters"
"Friday the 13th: The Final Chapter";"Movie";"Friday The 13th Collection";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/A0GAHIUdSEyxOwErfcQMR5YQTWs.jpg";"https://www.themoviedb.org/movie/9730/images/posters"
"Friday the 13th: The New Blood";"Movie";"Friday The 13th Collection";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/oo2Ck43vlntqJw1iBwnedCS3VYW.jpg";"https://www.themoviedb.org/movie/10281/images/posters"
"From Russia with Love";"Movie";"From Russia with Love (1963)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/6OT41Mle2WhGtoJkvndqS4aArQc.jpg";"https://www.themoviedb.org/movie/657/images/posters"
"From Up on Poppy Hill";"Movie";"From Up on Poppy Hill 2011";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/ij9fUgrfBxjWs5wc6j5VneHovk0.jpg";"https://www.themoviedb.org/movie/83389/images/posters"
"Frosty the Snowman";"Movie";"Frosty the Snowman (1969)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/9rSlgPVvYGnKL7FborowDPZHcDK.jpg";"https://www.themoviedb.org/movie/13675/images/posters"
"Frozen";"Movie";"Frozen (2013)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/ttXr6NlWxHkzVCEBpzwecwYXKku.jpg";"https://www.themoviedb.org/movie/109445/images/posters"
"Full Metal Jacket";"Movie";"Full Metal Jacket (1987)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/to69jZE2qTHgS9UOhnyVya0jrQL.jpg";"https://www.themoviedb.org/movie/600/images/posters"
"Furiosa: A Mad Max Saga";"Movie";"Furiosa A Mad Max Saga (2024)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/9mMU08D4xE2qMQNnHU7DJaqJTdQ.jpg";"https://www.themoviedb.org/movie/786892/images/posters"
"Furious 7";"Movie";"The Fast and The Furious";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/jcT6WKHipgMOxRTT90b6dEWhTrQ.jpg";"https://www.themoviedb.org/movie/168259/images/posters"
"Futurama: The Beast with a Billion Backs";"Movie";"Futurama The Beast with a Billion Backs (2008)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/eMOhKhkNhcVFfPeSa7vP0BHhYWp.jpg";"https://www.themoviedb.org/movie/12889/images/posters"
"G-Force";"Movie";"G-Force (2009)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/5RJagFcEYGqDU89GlmQNFXEqNIE.jpg";"https://www.themoviedb.org/movie/19585/images/posters"
"G.I. Joe: Retaliation";"Movie";"G I Joe";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/enaYkI04q0thyREAuCULuxn9Tc6.jpg";"https://www.themoviedb.org/movie/72559/images/posters"
"G.I. Joe: The Rise of Cobra";"Movie";"G I Joe";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/sxLWN49dXqJpaXpjIcLVSTclfX5.jpg";"https://www.themoviedb.org/movie/14869/images/posters"
"Gamer";"Movie";"Gamer (2009)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/8jaCEHhbxPIsOrB74wFCPUuE8WP.jpg";"https://www.themoviedb.org/movie/18501/images/posters"
"George of the Jungle";"Movie";"George of the Jungle (1997)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/Y6cyzafUavYO4VN6yERHm511F6.jpg";"https://www.themoviedb.org/movie/10603/images/posters"
"Get Shorty";"Movie";"Get Shorty (1995)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/657b8IhKSkPuaMeKJRvopyHa0BL.jpg";"https://www.themoviedb.org/movie/8012/images/posters"
"Get Smart";"Movie";"Get Smart (2008)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/aKSzcC9UsOb2B6h7U33HUxuvCde.jpg";"https://www.themoviedb.org/movie/11665/images/posters"
"Ghiblies: Episode 2";"Movie";"Ghiblies Episode 2 2002";"Movies";"en";"true";"false";"https://artworks.thetvdb.com/banners/movies/30287/posters/30287.jpg";"N/A"
"Ghost in the Shell";"Movie";"Ghost in the Shell (1995)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/diniOL4xngF8lPgCz6YewmbUWmb.jpg";"https://www.themoviedb.org/movie/9323/images/posters"
"Ghost Rider";"Movie";"Ghost Rider (2007)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/qL6aMmTWmwHJx1VlapL5wYNWSy2.jpg";"https://www.themoviedb.org/movie/1250/images/posters"
"Ghost Rider: Spirit of Vengeance";"Movie";"Ghost Rider Spirit of Vengeance (2011)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/rMcrtDUThjz1BIjXhJrxXSCaW55.jpg";"https://www.themoviedb.org/movie/71676/images/posters"
"Ghostbusters";"Movie";"GhostBusters";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/9PM3wRAgnvVn9uGig8Ge8Se951A.jpg";"https://www.themoviedb.org/movie/620/images/posters"
"Ghostbusters II";"Movie";"GhostBusters";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/kZ0Cuu6CULrAZ1TLS6dPyINUCpO.jpg";"https://www.themoviedb.org/movie/2978/images/posters"
"Ghostbusters: Afterlife";"Movie";"GhostBusters";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/oRf9Rf6XoqiQDCbtnv4vxg8Cqby.jpg";"https://www.themoviedb.org/movie/425909/images/posters"
"Ghostbusters: Answer the Call";"Movie";"GhostBusters";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/yTcJVXDji0ea4Hn2Uvw5b923vYK.jpg";"https://www.themoviedb.org/movie/43074/images/posters"
"Ghostbusters: Frozen Empire";"Movie";"Ghostbusters Frozen Empire (2024)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/o5IYdhenqlaGD5cgDTTDRgFb8ci.jpg";"https://www.themoviedb.org/movie/967847/images/posters"
"Gladiator";"Movie";"Gladiator (2000)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/liCllQcODseZ4yelJpIcYkEiJUj.jpg";"https://www.themoviedb.org/movie/98/images/posters"
"Glass";"Movie";"Glass (2019)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/jHfY9aPWlt7sVbmLwnmd1OPpkXf.jpg";"https://www.themoviedb.org/movie/450465/images/posters"
"Glory Road";"Movie";"Glory Road (2006)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/z18RAg7zr41Qf5l1jeFnR2HvZGR.jpg";"https://www.themoviedb.org/movie/9918/images/posters"
"The Gnome-Mobile";"Movie";"The Gnome-Mobile (1967)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/2dKIKyhhk7Rg6SABvtQahuEyQzX.jpg";"https://www.themoviedb.org/movie/24816/images/posters"
"The Godfather";"Movie";"The Godfather";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/i7JAPxMH0Q5fUWialX9Jqk7ZFyY.jpg";"https://www.themoviedb.org/movie/238/images/posters"
"The Godfather Part II";"Movie";"The Godfather";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/cHLyjqkvXhcadSYY9RX6b9QoMtK.jpg";"https://www.themoviedb.org/movie/240/images/posters"
"Godzilla";"Movie";"Godzilla";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/zsQpPQ8d2MP1mBXoveLYSIjxFvS.jpg";"https://www.themoviedb.org/movie/124905/images/posters"
"Godzilla Minus One";"Movie";"Godzilla Minus One (2023)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/6jWGKWnNIQVEKiUAWNbB2bkGuFz.jpg";"https://www.themoviedb.org/movie/940721/images/posters"
"Godzilla vs. Kong";"Movie";"Godzilla";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/f34MhVSeMS2lDhzFiQ7aL8dsP3D.jpg";"https://www.themoviedb.org/movie/399566/images/posters"
"Godzilla x Kong: The New Empire";"Movie";"Godzilla x Kong The New Empire (2024)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/i47JbfwCV5vI1uMJzHpyKdKEgAj.jpg";"https://www.themoviedb.org/movie/823464/images/posters"
"Godzilla: King of the Monsters";"Movie";"Godzilla";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/82wLPfiO1T4hhcN0jLWkXEQopQb.jpg";"https://www.themoviedb.org/movie/373571/images/posters"
"The Golden Child";"Movie";"The Golden Child (1986)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/tR8cWS8M9u4gTBJLPOh1H9Pc0JS.jpg";"https://www.themoviedb.org/movie/10136/images/posters"
"GoldenEye";"Movie";"GoldenEye (1995)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/x0F7RMUrQqPQJVi5B0Mm6bPvaV6.jpg";"https://www.themoviedb.org/movie/710/images/posters"
"Goldfinger";"Movie";"Goldfinger (1964)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/jSqzUnxBW6rJd05ufZhDemfyHmE.jpg";"https://www.themoviedb.org/movie/658/images/posters"
"Gone Baby Gone";"Movie";"Gone Baby Gone (2007)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/vukeW0PquYesPvdMkphfUUrccod.jpg";"https://www.themoviedb.org/movie/4771/images/posters"
"Gone Girl";"Movie";"Gone Girl (2014)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/2x3yXiyG4kcEIIVEFdjlE4EFeAz.jpg";"https://www.themoviedb.org/movie/210577/images/posters"
"Gone in 60 Seconds";"Movie";"Gone in Sixty Seconds (2000)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/dbGJcp9LaHJXkDOBxAunPeSx4G8.jpg";"https://www.themoviedb.org/movie/9679/images/posters"
"The Good Dinosaur";"Movie";"The Good Dinosaur (2015)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/iUG8wPnwvqaP5MFnn0BvbUjB2Zh.jpg";"https://www.themoviedb.org/movie/105864/images/posters"
"The Good Nurse";"Movie";"The Good Nurse (2022)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/gOywySl9X8am3GCoKlocknIStKn.jpg";"https://www.themoviedb.org/movie/541134/images/posters"
"Good Will Hunting";"Movie";"Good Will Hunting (1997)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/dVMgsgSXBmwJxeDmqkJHHENwtsQ.jpg";"https://www.themoviedb.org/movie/489/images/posters"
"A Goofy Movie";"Movie";"A Goofy Movie (1995)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/i0DzqU3IthroKcyiwOkY9R9DJYh.jpg";"https://www.themoviedb.org/movie/15789/images/posters"
"The Goonies";"Movie";"The Goonies (1985) CD1";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/r6D12BBgGbukQHSi15Vd2HBSjBw.jpg";"https://www.themoviedb.org/movie/9340/images/posters"
"Gran Torino";"Movie";"Gran Torino (2008)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/yOa7d8kGgWi8AFYLhOW3PBato2L.jpg";"https://www.themoviedb.org/movie/13223/images/posters"
"Gran Turismo";"Movie";"Gran Turismo (2023)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/obyaNcaSYdP4kwN4RKeEZVikvCJ.jpg";"https://www.themoviedb.org/movie/980489/images/posters"
"The Grand Budapest Hotel";"Movie";"The Grand Budapest Hotel (2014)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/ykgRzu62hDXGR6wxtOnXyUWbOOq.jpg";"https://www.themoviedb.org/movie/120467/images/posters"
"Grandma's Boy";"Movie";"Grandma's Boy (2006)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/cVY0iFEY0Nx1ZjWai2E96bmaaJc.jpg";"https://www.themoviedb.org/movie/9900/images/posters"
"Grave of the Fireflies";"Movie";"Grave of the Fireflies 1988";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/823qQzmY52Nus91mEVc0oY1an1Q.jpg";"https://www.themoviedb.org/movie/12477/images/posters"
"The Great Debaters";"Movie";"The Great Debaters (2007)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/urYvhMKCJegWDxy0FUjR61naaK5.jpg";"https://www.themoviedb.org/movie/14047/images/posters"
"The Great Mouse Detective";"Movie";"The Great Mouse Detective (1986)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/jFE5YeuboUrSqr2y8mNDv7li9m5.jpg";"https://www.themoviedb.org/movie/9994/images/posters"
"Green Lantern: Beware My Power";"Movie";"Green Lantern";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/wqFJJ8DPE2UAWkAebaMMjzXIbz9.jpg";"https://www.themoviedb.org/movie/887357/images/posters"
"Green Lantern: Emerald Knights";"Movie";"Green Lantern";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/w3AuEGVTTJC61BLe30K2UoQfKKS.jpg";"https://www.themoviedb.org/movie/65291/images/posters"
"Green Lantern: First Flight";"Movie";"Green Lantern";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/vSmdNeOL4z8ubw3YHEfmE2LqYB6.jpg";"https://www.themoviedb.org/movie/17445/images/posters"
"Green Street Hooligans";"Movie";"Green Street Hooligans (2005)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/sMqAhsO9lIOJY5vY50plkOqYbBs.jpg";"https://www.themoviedb.org/movie/8923/images/posters"
"Greenland";"Movie";"Greenland (2020)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/kzQar0xQea6ZbCXpblA2h1mMUv3.jpg";"https://www.themoviedb.org/movie/524047/images/posters"
"Gremlins";"Movie";"Gremlins";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/vma8Tzy9PhiALesrhBxH2wsh2nx.jpg";"https://www.themoviedb.org/movie/927/images/posters"
"Gremlins 2: The New Batch";"Movie";"Gremlins";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/fzcFeTMUIVaAWxxyN8G9F08Btv1.jpg";"https://www.themoviedb.org/movie/928/images/posters"
"The Grinch";"Movie";"The Grinch (2018)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/qiGtxcP4PVV3HPgtTl1dA3eTXwi.jpg";"https://www.themoviedb.org/movie/360920/images/posters"
"Grown Ups";"Movie";"Grown Ups";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/2N8BOBKNzOtEZYRH6EAfPIwH429.jpg";"https://www.themoviedb.org/movie/38365/images/posters"
"Grown Ups 2";"Movie";"Grown Ups";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/sscOPm9ohFTS1obOrPNA6pEYdKZ.jpg";"https://www.themoviedb.org/movie/109418/images/posters"
"The Grudge 2";"Movie";"The Grudge";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/8GOgCjqxyQFMvOBrqfDWCwsnlDL.jpg";"https://www.themoviedb.org/movie/1975/images/posters"
"The Grudge 3";"Movie";"The Grudge";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/auxu4XhXCgxX3mbAhswFSv3pnf2.jpg";"https://www.themoviedb.org/movie/1977/images/posters"
"Guardians of the Galaxy Vol. 2";"Movie";"Guardians of the Galaxy Vol  2 (2017)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/fNHBT8jiQu7JoqpUiMmLGFkHgt4.jpg";"https://www.themoviedb.org/movie/283995/images/posters"
"Guardians of the Galaxy Vol. 3";"Movie";"Guardians of the Galaxy Vol  3 (2023)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/uyh673GUi1MBHMlisNBfOeNl70O.jpg";"https://www.themoviedb.org/movie/447365/images/posters"
"Gus";"Movie";"Gus (1976)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/hFwIRt1x228okoU0q7K2CAe6H3X.jpg";"https://www.themoviedb.org/movie/20639/images/posters"
"Halloween";"Movie";"Halloween Collection";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/w39fBQxL8rVqxC0PqcFkl8nEyBi.jpg";"https://www.themoviedb.org/movie/948/images/posters"
"Halloween";"Movie";"Halloween Collection";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/3rAh6J2ERzum0PdXFobWFxYeTgF.jpg";"https://www.themoviedb.org/movie/2082/images/posters"
"Halloween";"Movie";"Halloween Collection";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/yy6H52IirCd9xA0kSMdYc08W6bo.jpg";"https://www.themoviedb.org/movie/424139/images/posters"
